ATRIBUTOS:   2         
cross-validation

TAMANHO: 5125

A FREQUENCIA INDEPENDETE DA CLASSE
--------------------------------------
0	4813.0
1	748.0

A FREQUENCIA DA PALAVRA DADA UMA CLASSE
-----------------------------------------
          0	          1	
        4.0	<laplace=1>	innings
        3.0	<laplace=1>	wedding
        6.0	<laplace=1>	GOD
        3.0	<laplace=1>	spare
        3.0	<laplace=1>	chip
        3.0	<laplace=1>	Pick
        3.0	<laplace=1>	calld
<laplace=1>	        3.0	Upd8
        3.0	<laplace=1>	thursday
        3.0	<laplace=1>	POWER
<laplace=1>	        4.0	POLYPHONIC
        7.0	<laplace=1>	GOT
        3.0	<laplace=1>	that€˜s
       11.0	<laplace=1>	march
        4.0	        3.0	tells
<laplace=1>	        8.0	SavaMob
        4.0	<laplace=1>	popped
<laplace=1>	        8.0	Half
        3.0	<laplace=1>	june
       65.0	        7.0	meet
       14.0	        8.0	answer
       13.0	        7.0	calls
        5.0	<laplace=1>	series
        3.0	<laplace=1>	SIMPLE
        3.0	<laplace=1>	telly
        4.0	        4.0	yrs
        3.0	<laplace=1>	DREAMS
        6.0	<laplace=1>	Wot
        9.0	<laplace=1>	Wow
        3.0	<laplace=1>	purse
        3.0	<laplace=1>	ovulation
        4.0	<laplace=1>	Monday
        5.0	<laplace=1>	putting
        4.0	<laplace=1>	bein
<laplace=1>	        3.0	69888
        4.0	<laplace=1>	sometimes
        7.0	        6.0	questions
        9.0	<laplace=1>	promise
<laplace=1>	        3.0	subs16+1win150ppmx3
       13.0	<laplace=1>	Watching
<laplace=1>	        4.0	50gbp/mtmsg18
<laplace=1>	        7.0	TnCs
       16.0	<laplace=1>	hold
        3.0	<laplace=1>	scotland
        3.0	<laplace=1>	chinese
        3.0	<laplace=1>	Mmmmmm
        3.0	<laplace=1>	underwear
       37.0	        5.0	talk
       33.0	       56.0	reply
<laplace=1>	        4.0	Unsubscribe
       10.0	<laplace=1>	train
       10.0	<laplace=1>	Same
        3.0	<laplace=1>	dedicated
        3.0	<laplace=1>	planet
       18.0	       25.0	For
        5.0	<laplace=1>	hrs
        3.0	<laplace=1>	count
        3.0	<laplace=1>	creep
<laplace=1>	        4.0	2000
<laplace=1>	        8.0	rcvd
      101.0	       14.0	take
        4.0	<laplace=1>	blame
        3.0	<laplace=1>	otside
      109.0	        6.0	some
        3.0	<laplace=1>	blank
       30.0	       16.0	waiting
       48.0	        3.0	Well
<laplace=1>	        3.0	Granite
        3.0	<laplace=1>	yuo
<laplace=1>	        3.0	2007
        3.0	<laplace=1>	yun
<laplace=1>	        4.0	2005
<laplace=1>	        9.0	2004
<laplace=1>	       14.0	2003
        4.0	<laplace=1>	Prepare
        5.0	<laplace=1>	passed
        3.0	<laplace=1>	tank
      192.0	       49.0	just
        5.0	        4.0	notice
        4.0	<laplace=1>	bloody
        5.0	<laplace=1>	midnight
        3.0	<laplace=1>	yummy
        3.0	        3.0	darling
        3.0	<laplace=1>	idiot
        5.0	<laplace=1>	tuition
        3.0	<laplace=1>	killed
<laplace=1>	       13.0	complimentary
<laplace=1>	        3.0	Football
      159.0	<laplace=1>	home
<laplace=1>	        3.0	OVER
        3.0	<laplace=1>	print
        3.0	<laplace=1>	5pm
        3.0	<laplace=1>	4-some1
        7.0	<laplace=1>	€“
       10.0	<laplace=1>	huh
        4.0	<laplace=1>	hug
<laplace=1>	        7.0	Delivery
       69.0	        8.0	Good
<laplace=1>	        3.0	Fri
        3.0	<laplace=1>	hols
        3.0	<laplace=1>	explain
        3.0	<laplace=1>	hun
<laplace=1>	        3.0	REALITY
        5.0	<laplace=1>	answers
        6.0	<laplace=1>	dropped
<laplace=1>	        3.0	Remove
       54.0	        3.0	hope
       52.0	        4.0	soon
<laplace=1>	        5.0	txtin
<laplace=1>	        7.0	W45WQ
        3.0	<laplace=1>	transfr
<laplace=1>	        3.0	bulbs
<laplace=1>	       19.0	750
        5.0	<laplace=1>	hook
        3.0	<laplace=1>	melt
        4.0	<laplace=1>	tape
        3.0	<laplace=1>	Joanna
        4.0	<laplace=1>	GUD
<laplace=1>	        3.0	action
<laplace=1>	        4.0	125gift
        5.0	<laplace=1>	Went
        8.0	        4.0	song
        3.0	<laplace=1>	Google
<laplace=1>	        3.0	050703
       13.0	<laplace=1>	askd
        4.0	<laplace=1>	Today-sunday
<laplace=1>	        3.0	Hard
        5.0	<laplace=1>	cream
        3.0	<laplace=1>	sensitive
<laplace=1>	        9.0	iPod
        4.0	<laplace=1>	bell
        3.0	<laplace=1>	Japanese
        8.0	<laplace=1>	heavy
        3.0	<laplace=1>	Sender
<laplace=1>	        3.0	M227XY
       11.0	<laplace=1>	reached
        6.0	<laplace=1>	asks
        3.0	<laplace=1>	We€˜re
        3.0	<laplace=1>	cancelled
        3.0	<laplace=1>	acting
        6.0	<laplace=1>	Right
        5.0	<laplace=1>	deliver
        5.0	<laplace=1>	Rose
        3.0	<laplace=1>	ALWAYS
        4.0	<laplace=1>	Off
<laplace=1>	        3.0	summer
       16.0	<laplace=1>	Still
        4.0	<laplace=1>	eight
        3.0	<laplace=1>	Sweetheart
<laplace=1>	        4.0	09066612661
        5.0	<laplace=1>	file
<laplace=1>	        3.0	07123456789
        3.0	        6.0	member
       12.0	        5.0	XXX
<laplace=1>	        3.0	PHP
<laplace=1>	        4.0	Final
       22.0	<laplace=1>	together
        3.0	<laplace=1>	illness
        6.0	<laplace=1>	nigeria
        7.0	        8.0	within
       47.0	        8.0	could
        3.0	<laplace=1>	strike
        5.0	<laplace=1>	5th
        7.0	<laplace=1>	torch
<laplace=1>	        3.0	PIC
        4.0	<laplace=1>	favourite
        5.0	<laplace=1>	menu
        3.0	       29.0	Mobile
<laplace=1>	       10.0	rental
        3.0	<laplace=1>	gving
        3.0	<laplace=1>	PIN
<laplace=1>	        5.0	786
       27.0	<laplace=1>	able
        3.0	<laplace=1>	I’m
<laplace=1>	        8.0	85023
       24.0	<laplace=1>	evening
        4.0	<laplace=1>	Best1
        7.0	<laplace=1>	return
<laplace=1>	        4.0	PIX
        4.0	        3.0	cheaper
        3.0	<laplace=1>	confuses
        3.0	<laplace=1>	DIDNT
        5.0	<laplace=1>	Purity
       12.0	<laplace=1>	Were
<laplace=1>	        4.0	RECEIVE
       28.0	<laplace=1>	smile
        4.0	<laplace=1>	radio
<laplace=1>	        3.0	09061744553
        3.0	<laplace=1>	confused
<laplace=1>	        5.0	11mths
<laplace=1>	        3.0	6WU
       45.0	<laplace=1>	fine
       49.0	       19.0	find
        4.0	<laplace=1>	sory
<laplace=1>	        3.0	FLOWER
        5.0	       26.0	selected
        3.0	<laplace=1>	fujitsu
        4.0	<laplace=1>	citizen
        5.0	<laplace=1>	Accept
        5.0	<laplace=1>	sooner
        3.0	<laplace=1>	drove
        4.0	<laplace=1>	Oic
       13.0	<laplace=1>	difficult
        3.0	<laplace=1>	Whatsup
       77.0	        6.0	Have
       10.0	<laplace=1>	sort
        9.0	<laplace=1>	seriously
        9.0	        3.0	film
        5.0	<laplace=1>	fill
       29.0	        3.0	heart
       42.0	        6.0	friends
        7.0	<laplace=1>	yijue
       15.0	        3.0	forget
        3.0	<laplace=1>	northampton
       17.0	        4.0	true
<laplace=1>	        3.0	Fantasy
        3.0	<laplace=1>	phoned
        5.0	<laplace=1>	sore
<laplace=1>	        3.0	Save
        3.0	<laplace=1>	position
        8.0	<laplace=1>	present
       22.0	        3.0	since
        7.0	<laplace=1>	problems
<laplace=1>	        5.0	POBOX84
        3.0	<laplace=1>	soup
        6.0	<laplace=1>	arrested
<laplace=1>	        5.0	5we
<laplace=1>	        3.0	BOX385
       16.0	<laplace=1>	Going
<laplace=1>	        3.0	Symbol
        5.0	<laplace=1>	derek
        3.0	       13.0	phones
       34.0	       10.0	best
        3.0	<laplace=1>	mess
        3.0	<laplace=1>	delete
       31.0	<laplace=1>	hour
<laplace=1>	        4.0	advise
        3.0	<laplace=1>	Fyi
<laplace=1>	        3.0	Eire
        3.0	<laplace=1>	Geeeee
        4.0	<laplace=1>	Sister
<laplace=1>	        4.0	genuine
       10.0	        4.0	heard
        3.0	<laplace=1>	falling
        4.0	<laplace=1>	certainly
        3.0	<laplace=1>	e-threats
        3.0	<laplace=1>	Kaiez
        5.0	<laplace=1>	*smiles*
        3.0	<laplace=1>	feet*
<laplace=1>	        3.0	lionm
<laplace=1>	        3.0	lionp
       23.0	<laplace=1>	online
<laplace=1>	        4.0	callback
<laplace=1>	        3.0	85069
       12.0	<laplace=1>	Lets
        3.0	<laplace=1>	Pray
       51.0	<laplace=1>	coming
        4.0	<laplace=1>	Each
        3.0	<laplace=1>	Old
        3.0	<laplace=1>	NEVER
        6.0	<laplace=1>	scream
        3.0	<laplace=1>	frauds
        6.0	<laplace=1>	cover
        7.0	<laplace=1>	theatre
       21.0	<laplace=1>	hows
        3.0	<laplace=1>	fire
        7.0	<laplace=1>	umma
        5.0	<laplace=1>	Kusruthi
        3.0	<laplace=1>	everybodys
<laplace=1>	       23.0	£100
<laplace=1>	        5.0	POD
        9.0	<laplace=1>	Omg
        3.0	<laplace=1>	taxi
<laplace=1>	        3.0	NO-440
       64.0	<laplace=1>	something
<laplace=1>	        3.0	CSH11
        7.0	<laplace=1>	Later
<laplace=1>	        4.0	rude
        6.0	<laplace=1>	pilates
        3.0	<laplace=1>	Weve
        3.0	<laplace=1>	Evrey
        3.0	<laplace=1>	funeral
        7.0	<laplace=1>	except
        4.0	<laplace=1>	Lvblefrnd
<laplace=1>	        4.0	83222
       12.0	<laplace=1>	shower
        4.0	<laplace=1>	Fighting
       10.0	<laplace=1>	saturday
       10.0	<laplace=1>	fact
<laplace=1>	        3.0	Unkempt
        4.0	<laplace=1>	fren
       16.0	<laplace=1>	One
        3.0	<laplace=1>	fret
        6.0	<laplace=1>	vomit
        4.0	<laplace=1>	collecting
<laplace=1>	        3.0	increments
        4.0	<laplace=1>	pieces
<laplace=1>	       13.0	Quiz
        5.0	<laplace=1>	izzit
        5.0	<laplace=1>	iam
        7.0	<laplace=1>	unless
        4.0	<laplace=1>	birla
        3.0	<laplace=1>	Under
<laplace=1>	        3.0	Team
       54.0	       56.0	free
        3.0	        3.0	babes
        5.0	<laplace=1>	KATE
<laplace=1>	        3.0	GHOST
        5.0	<laplace=1>	HAD
       45.0	        4.0	people
<laplace=1>	       11.0	FreeMsg
<laplace=1>	        3.0	win-82050
       22.0	<laplace=1>	actually
<laplace=1>	        6.0	comuk
       20.0	<laplace=1>	face
<laplace=1>	        4.0	max£7
        3.0	<laplace=1>	trips
        4.0	<laplace=1>	afraid
        4.0	<laplace=1>	fish
       15.0	<laplace=1>	After
        3.0	<laplace=1>	Laughing
        4.0	<laplace=1>	invite
        3.0	<laplace=1>	calculation
<laplace=1>	        6.0	Videophones
        9.0	<laplace=1>	ice
<laplace=1>	        3.0	Click
        8.0	<laplace=1>	inside
<laplace=1>	        3.0	£1250
       11.0	<laplace=1>	Sounds
<laplace=1>	        3.0	08706091795
       11.0	<laplace=1>	whenever
       11.0	<laplace=1>	leaves
<laplace=1>	        3.0	Weekly
<laplace=1>	        7.0	zed
        4.0	        4.0	five
        3.0	<laplace=1>	ruin
        5.0	<laplace=1>	lookin
        4.0	<laplace=1>	wylie
        3.0	<laplace=1>	impatient
        5.0	<laplace=1>	celebrate
        4.0	<laplace=1>	Tear
        4.0	<laplace=1>	Pleasure
       44.0	       19.0	please
<laplace=1>	       27.0	collection
        3.0	<laplace=1>	spile
<laplace=1>	        3.0	PT2
<laplace=1>	        3.0	01223585334
<laplace=1>	        3.0	0870241182716
        7.0	<laplace=1>	slept
       10.0	<laplace=1>	Does
        3.0	<laplace=1>	staring
        3.0	<laplace=1>	YEH
<laplace=1>	        3.0	Gay
        3.0	<laplace=1>	kills
        5.0	<laplace=1>	reasons
<laplace=1>	       16.0	YES
        9.0	<laplace=1>	father
        3.0	<laplace=1>	begging
        5.0	        8.0	update
        4.0	<laplace=1>	rule
       15.0	<laplace=1>	chennai
        6.0	<laplace=1>	Stupid
        3.0	<laplace=1>	Cheer
<laplace=1>	        3.0	EuroDisinc
        5.0	<laplace=1>	Wheres
        4.0	<laplace=1>	Oru
        4.0	<laplace=1>	Pain
        3.0	<laplace=1>	poem
        3.0	<laplace=1>	hurting
       21.0	<laplace=1>	wants
<laplace=1>	        3.0	Phoenix
       12.0	<laplace=1>	wonder
        3.0	<laplace=1>	PUB
       28.0	       33.0	every
<laplace=1>	        3.0	09071512433
        3.0	<laplace=1>	*HAVE
        3.0	<laplace=1>	answered
       57.0	        4.0	again
        3.0	<laplace=1>	2marrow
        3.0	        8.0	Someone
        3.0	<laplace=1>	HER
<laplace=1>	        5.0	Pound
        3.0	<laplace=1>	jason
<laplace=1>	        3.0	removal
       10.0	<laplace=1>	HEY
        5.0	<laplace=1>	aight
        8.0	<laplace=1>	Parents
        7.0	        5.0	Check
        8.0	<laplace=1>	during
        3.0	<laplace=1>	fair
        3.0	<laplace=1>	epsilon
<laplace=1>	        3.0	LCCLTD
<laplace=1>	        3.0	Gamestar
        3.0	<laplace=1>	MORNING
        7.0	       12.0	price
        4.0	<laplace=1>	dresser
<laplace=1>	       12.0	games
<laplace=1>	        3.0	DATEBox1282EssexCM61XN
<laplace=1>	        3.0	88088
        3.0	<laplace=1>	welcomes
<laplace=1>	        9.0	special-call
        6.0	<laplace=1>	Gee
        3.0	<laplace=1>	cherish
        4.0	<laplace=1>	dislikes
        3.0	<laplace=1>	dressed
        3.0	<laplace=1>	agree
        3.0	<laplace=1>	Captain
       12.0	        8.0	Our
        4.0	<laplace=1>	doors
       10.0	<laplace=1>	itself
       16.0	<laplace=1>	anyone
<laplace=1>	        6.0	noline
       10.0	       35.0	Get
<laplace=1>	        8.0	08718720201
<laplace=1>	        3.0	5free
<laplace=1>	       10.0	£150
        3.0	<laplace=1>	hoped
        5.0	<laplace=1>	church
        6.0	<laplace=1>	callertune
        3.0	<laplace=1>	requests
        5.0	<laplace=1>	birds
        5.0	<laplace=1>	GODI
<laplace=1>	        5.0	FLAG
<laplace=1>	        3.0	notxt
        6.0	<laplace=1>	pictures
<laplace=1>	        9.0	FREEPHONE
        4.0	<laplace=1>	foreign
<laplace=1>	        3.0	Cheap
        6.0	<laplace=1>	fall
<laplace=1>	       11.0	wkly
        4.0	<laplace=1>	finishes
<laplace=1>	        3.0	DOUBLE
        3.0	<laplace=1>	andros
        3.0	<laplace=1>	event
        7.0	<laplace=1>	wherever
        6.0	<laplace=1>	Lovable
<laplace=1>	        7.0	Stockport
        3.0	<laplace=1>	RANDOM
<laplace=1>	        3.0	ringtoneking
        4.0	<laplace=1>	HIM
<laplace=1>	        5.0	7250i
       44.0	<laplace=1>	nice
<laplace=1>	        3.0	Mnths
        3.0	<laplace=1>	HIS
        5.0	<laplace=1>	cannot
<laplace=1>	        3.0	Messaging
        3.0	<laplace=1>	fake
       28.0	<laplace=1>	forgot
        4.0	<laplace=1>	runs
       46.0	        6.0	first
<laplace=1>	        3.0	07821230901
        3.0	<laplace=1>	Done
        4.0	<laplace=1>	perfect
        4.0	<laplace=1>	prefer
        5.0	<laplace=1>	preferably
        9.0	<laplace=1>	Night
<laplace=1>	        9.0	U-find
        4.0	        8.0	ONLY
        3.0	<laplace=1>	clearly
<laplace=1>	        7.0	SiPix
<laplace=1>	        3.0	com/index
        6.0	<laplace=1>	space
        5.0	        4.0	reference
       58.0	        7.0	Dont
<laplace=1>	        5.0	SkilGme
<laplace=1>	        3.0	Untamed
<laplace=1>	        3.0	Crazy
        5.0	        3.0	arrange
<laplace=1>	        3.0	call09050000327
        3.0	<laplace=1>	tahan
      139.0	      114.0	from
<laplace=1>	        3.0	Spanish
<laplace=1>	        8.0	spree
<laplace=1>	        3.0	MEMBERS
        3.0	<laplace=1>	SUNDAY
        4.0	<laplace=1>	bottom
       62.0	<laplace=1>	ill
       19.0	<laplace=1>	finished
        3.0	<laplace=1>	in2
        3.0	<laplace=1>	Gin
        3.0	<laplace=1>	mails
<laplace=1>	        4.0	Mobiles
        8.0	<laplace=1>	frnd
<laplace=1>	        4.0	Content
        3.0	<laplace=1>	replacement
<laplace=1>	        3.0	visionsms
       10.0	<laplace=1>	comin
        3.0	<laplace=1>	repair
        4.0	<laplace=1>	death
        6.0	<laplace=1>	advice
<laplace=1>	        5.0	08715705022
        3.0	        3.0	membership
        3.0	<laplace=1>	imp
        3.0	<laplace=1>	studentsthis
        3.0	<laplace=1>	SAID
        5.0	       23.0	network
        3.0	<laplace=1>	terrorist
        3.0	<laplace=1>	jealous
        7.0	<laplace=1>	holding
        4.0	<laplace=1>	moments
        5.0	<laplace=1>	public
       10.0	<laplace=1>	paper
        4.0	<laplace=1>	roommate
       36.0	       14.0	Thanks
<laplace=1>	        4.0	80182
<laplace=1>	        3.0	SkillGame
        3.0	<laplace=1>	steam
        7.0	<laplace=1>	track
        3.0	<laplace=1>	WEEK
        3.0	<laplace=1>	value
<laplace=1>	        8.0	inc
        5.0	<laplace=1>	listening
        3.0	<laplace=1>	HIYA
        3.0	<laplace=1>	verified
        4.0	<laplace=1>	dificult
<laplace=1>	        5.0	ip4
        5.0	<laplace=1>	rush
        3.0	<laplace=1>	bloodblood
        6.0	<laplace=1>	expensive
        8.0	<laplace=1>	Theres
<laplace=1>	        5.0	HMV
<laplace=1>	        3.0	£250k
        3.0	<laplace=1>	trade
        4.0	       11.0	currently
        8.0	<laplace=1>	round
       25.0	        4.0	Tell
        3.0	<laplace=1>	EVENING*
<laplace=1>	        9.0	poly
        7.0	<laplace=1>	GOODMORNING
        3.0	<laplace=1>	Oooh
        3.0	<laplace=1>	YOR
       23.0	       24.0	YOU
        3.0	<laplace=1>	normally
        3.0	<laplace=1>	truffles
        5.0	<laplace=1>	Easy
        4.0	<laplace=1>	*kiss*
        3.0	        3.0	PICK
        5.0	        4.0	SURPRISE
<laplace=1>	        3.0	YESTERDAY
        3.0	<laplace=1>	building
        3.0	<laplace=1>	setting
        4.0	<laplace=1>	score
        4.0	<laplace=1>	quote
<laplace=1>	        3.0	Mila
        8.0	<laplace=1>	poor
<laplace=1>	        3.0	09058091854
        3.0	<laplace=1>	farm
        4.0	<laplace=1>	Might
<laplace=1>	        3.0	30pp/txt
        6.0	<laplace=1>	ran
       13.0	<laplace=1>	Maybe
        4.0	<laplace=1>	excellent
       11.0	<laplace=1>	Oops
        3.0	<laplace=1>	pool
        4.0	<laplace=1>	GOIN
<laplace=1>	        6.0	HOT
        5.0	<laplace=1>	airport
       11.0	<laplace=1>	exam
        6.0	<laplace=1>	HOW
        8.0	<laplace=1>	persons
        3.0	<laplace=1>	hurried
        3.0	<laplace=1>	sorted
        3.0	        3.0	charges
<laplace=1>	        3.0	Nasdaq
        3.0	<laplace=1>	*Missing
<laplace=1>	        4.0	Activate
        3.0	<laplace=1>	Part
        3.0	<laplace=1>	*kisses*
        3.0	<laplace=1>	Bill
<laplace=1>	       14.0	800
        3.0	<laplace=1>	placement
<laplace=1>	       11.0	charged
        4.0	<laplace=1>	World*
<laplace=1>	        4.0	shortly
       15.0	<laplace=1>	isnt
        7.0	       13.0	weeks
        5.0	<laplace=1>	throat
        4.0	<laplace=1>	Doesnt
        7.0	<laplace=1>	posted
        3.0	<laplace=1>	dollar
        5.0	<laplace=1>	Mind
        3.0	<laplace=1>	Mine
<laplace=1>	        5.0	4742
       14.0	        3.0	close
       16.0	<laplace=1>	God
<laplace=1>	        3.0	p£3
<laplace=1>	        4.0	COMUK
<laplace=1>	        3.0	rcv
<laplace=1>	       38.0	awarded
        3.0	<laplace=1>	abj
        5.0	<laplace=1>	abi
        5.0	        4.0	photo
        5.0	<laplace=1>	Personality
<laplace=1>	        3.0	Lucozade
       23.0	        3.0	Got
<laplace=1>	        3.0	itcould
       13.0	<laplace=1>	swing
       24.0	<laplace=1>	abt
       16.0	<laplace=1>	fast
<laplace=1>	       16.0	MobileUpd8
       16.0	        6.0	calling
        6.0	<laplace=1>	ish
<laplace=1>	        3.0	register
        6.0	<laplace=1>	acc
       13.0	<laplace=1>	couple
        4.0	<laplace=1>	fave
        3.0	<laplace=1>	jerk
        4.0	<laplace=1>	moved
<laplace=1>	        3.0	blonde
        3.0	<laplace=1>	itU
<laplace=1>	        6.0	Gr8
        3.0	<laplace=1>	red
<laplace=1>	        3.0	ref
       14.0	        3.0	post
        3.0	<laplace=1>	reg
        4.0	<laplace=1>	shortage
<laplace=1>	        3.0	08712317606
       36.0	<laplace=1>	finish
        6.0	<laplace=1>	rem
<laplace=1>	        7.0	Camera
       13.0	<laplace=1>	GOOD
        3.0	<laplace=1>	coping
        9.0	<laplace=1>	add
        3.0	<laplace=1>	educational
<laplace=1>	        5.0	unredeemed
<laplace=1>	       10.0	Mins
      185.0	        8.0	its
        5.0	<laplace=1>	respect
        3.0	<laplace=1>	shelf
<laplace=1>	        3.0	ads
        4.0	<laplace=1>	ache
        4.0	<laplace=1>	6pm
        7.0	<laplace=1>	cine
        6.0	<laplace=1>	shell
<laplace=1>	        3.0	Bray
       33.0	        7.0	guys
        3.0	<laplace=1>	waheed
        4.0	<laplace=1>	STUPID
<laplace=1>	        3.0	ONTO
        8.0	<laplace=1>	trust
<laplace=1>	        3.0	MOBNO
        3.0	<laplace=1>	joining
        6.0	<laplace=1>	searching
        8.0	        5.0	choose
        3.0	<laplace=1>	jeans
        3.0	<laplace=1>	miles
        4.0	<laplace=1>	behave
        3.0	<laplace=1>	disturbing
<laplace=1>	        4.0	previously
       13.0	<laplace=1>	happiness
       38.0	<laplace=1>	sorry
<laplace=1>	        5.0	handset
       29.0	<laplace=1>	ive
        3.0	<laplace=1>	bills
<laplace=1>	       17.0	08000930705
        3.0	<laplace=1>	HUN
        5.0	        3.0	WELL
        3.0	<laplace=1>	practicing
<laplace=1>	        6.0	Holder
        3.0	<laplace=1>	BEAUTIFUL
        4.0	<laplace=1>	Baby
        3.0	<laplace=1>	jess
       59.0	       26.0	message
       16.0	<laplace=1>	aft
        3.0	<laplace=1>	crap
        7.0	<laplace=1>	truth
<laplace=1>	        3.0	861
        3.0	<laplace=1>	Sleeping
<laplace=1>	        4.0	Rental
        5.0	<laplace=1>	AGAIN
        3.0	<laplace=1>	moves
<laplace=1>	        9.0	Club
       14.0	        3.0	Babe
       12.0	<laplace=1>	dude
        7.0	<laplace=1>	Carlos
        3.0	<laplace=1>	7ish
        3.0	<laplace=1>	Fails
        6.0	<laplace=1>	age
        3.0	        3.0	enjoyed
       15.0	<laplace=1>	college
<laplace=1>	        3.0	08452810075over18s
<laplace=1>	        3.0	Cornwall
       18.0	<laplace=1>	movie
       12.0	<laplace=1>	ago
       16.0	        6.0	years
       59.0	       29.0	number
       47.0	<laplace=1>	Gud
        5.0	        3.0	Back
        3.0	<laplace=1>	property
<laplace=1>	        6.0	1x150p/wk
<laplace=1>	       12.0	//www
        9.0	<laplace=1>	aha
        7.0	<laplace=1>	DARLIN
        4.0	<laplace=1>	shorter
        3.0	<laplace=1>	eggs
       18.0	        3.0	nothing
        4.0	<laplace=1>	Havnt
        3.0	<laplace=1>	testing
        4.0	<laplace=1>	Tessy
        5.0	<laplace=1>	handle
        5.0	<laplace=1>	6th
        8.0	<laplace=1>	tough
        3.0	<laplace=1>	happily
        7.0	<laplace=1>	system
<laplace=1>	        4.0	Loan
       11.0	<laplace=1>	Miss
<laplace=1>	        3.0	XxX
        3.0	<laplace=1>	silver
        4.0	<laplace=1>	WENT
<laplace=1>	       42.0	Nokia
        3.0	<laplace=1>	blessing
       49.0	        4.0	other
        3.0	<laplace=1>	$900
        3.0	<laplace=1>	Networking
        3.0	<laplace=1>	city
        4.0	<laplace=1>	Meeting
       10.0	<laplace=1>	uncle
       10.0	        3.0	HAVE
<laplace=1>	        3.0	moby
        6.0	<laplace=1>	air
<laplace=1>	        3.0	t-c
        3.0	<laplace=1>	courage
<laplace=1>	        6.0	local
<laplace=1>	       10.0	10p/min
        3.0	<laplace=1>	defeat
<laplace=1>	        3.0	10am-9pm
        3.0	<laplace=1>	decisions
       13.0	        7.0	speak
<laplace=1>	        7.0	Dogging
       16.0	<laplace=1>	nite
        3.0	<laplace=1>	Yetunde
        4.0	       41.0	Text
        3.0	<laplace=1>	tacos
        3.0	<laplace=1>	filled
        3.0	<laplace=1>	spoiled
<laplace=1>	       18.0	vouchers
        4.0	<laplace=1>	boat
        3.0	<laplace=1>	Fear
        3.0	<laplace=1>	gastroenteritis
        4.0	        4.0	future
<laplace=1>	        3.0	Msg150p
        4.0	<laplace=1>	Including
        6.0	<laplace=1>	moan
        3.0	<laplace=1>	royal
        3.0	<laplace=1>	signing
        6.0	<laplace=1>	theyre
       22.0	<laplace=1>	DECIMAL
        7.0	<laplace=1>	body
        5.0	       14.0	points
<laplace=1>	        3.0	07786200117
        9.0	<laplace=1>	mode
        3.0	<laplace=1>	*Number
        3.0	<laplace=1>	amongst
        3.0	<laplace=1>	COMIN
<laplace=1>	        4.0	114/14
        3.0	<laplace=1>	buffet
        4.0	<laplace=1>	Aftr
      193.0	       26.0	all
       48.0	<laplace=1>	always
        3.0	<laplace=1>	GOODNIGHT
        9.0	<laplace=1>	read
       86.0	<laplace=1>	already
        3.0	<laplace=1>	THANKS
        7.0	        7.0	Guess
       15.0	<laplace=1>	touch
        4.0	<laplace=1>	WERE
        4.0	<laplace=1>	clock
       23.0	       10.0	real
        3.0	<laplace=1>	rumour
        6.0	<laplace=1>	cafe
        5.0	<laplace=1>	Transaction
        4.0	<laplace=1>	telphone
        3.0	<laplace=1>	monthly
        5.0	       18.0	collect
        3.0	<laplace=1>	applebees
<laplace=1>	        3.0	Costs
        6.0	<laplace=1>	amt
        5.0	<laplace=1>	favour
        3.0	<laplace=1>	simpler
        3.0	<laplace=1>	ron
      601.0	      106.0	and
       65.0	        4.0	Pls
      107.0	       15.0	today
        4.0	<laplace=1>	Daddy
        6.0	<laplace=1>	minuts
        5.0	<laplace=1>	Stylish
       20.0	<laplace=1>	saying
        4.0	<laplace=1>	row
<laplace=1>	        4.0	89555
<laplace=1>	        3.0	88222
        8.0	<laplace=1>	Plz
        5.0	<laplace=1>	Gravity
        4.0	<laplace=1>	fifteen
<laplace=1>	        4.0	THERES
<laplace=1>	        3.0	recd
        8.0	<laplace=1>	sucks
<laplace=1>	        3.0	wallpaper
<laplace=1>	        3.0	WKENT/150P16+
        6.0	<laplace=1>	looked
        4.0	<laplace=1>	responce
        7.0	        5.0	ans
        3.0	<laplace=1>	Feel
       92.0	       24.0	any
       13.0	        8.0	minute
<laplace=1>	        8.0	Costa
        4.0	<laplace=1>	caring
<laplace=1>	        5.0	singles
<laplace=1>	        3.0	TEXTBUDDY
        3.0	<laplace=1>	application
       11.0	<laplace=1>	shes
        5.0	<laplace=1>	Looks
       22.0	        6.0	until
       12.0	<laplace=1>	semester
<laplace=1>	        3.0	5249
<laplace=1>	        4.0	89545
       11.0	<laplace=1>	reason
        3.0	<laplace=1>	silently
        5.0	<laplace=1>	armand
       40.0	<laplace=1>	thought
        3.0	<laplace=1>	taste
        3.0	<laplace=1>	ship
<laplace=1>	        3.0	Male
<laplace=1>	        3.0	NOKIA6600
<laplace=1>	        3.0	08718738001
        4.0	<laplace=1>	anywhere
<laplace=1>	        7.0	Max10mins
        4.0	<laplace=1>	Bstfrnd
<laplace=1>	        8.0	maximize
       12.0	<laplace=1>	*grins*
<laplace=1>	        9.0	08712460324
<laplace=1>	        6.0	83355
        3.0	<laplace=1>	jan
        8.0	<laplace=1>	cake
<laplace=1>	        5.0	Box39822
        5.0	<laplace=1>	english
        7.0	<laplace=1>	Sweet
        3.0	        3.0	NOTHING
        4.0	<laplace=1>	gentle
        3.0	<laplace=1>	jas
<laplace=1>	        3.0	MTALK
       21.0	        5.0	shopping
        3.0	        5.0	app
        8.0	        3.0	using
